Source,Folio,Seq,Incipit,Text,Feast,Occasion,Genre,Position,"Cantus ID",Mode,Diff,"Diff db"
"P-BRs Ms. 034",048,005,"Miserere nobis domine miserere nobis","Miserere nobis domine miserere nobis","Quadragesimae, dom. 3",MI,TcV,,g00747d,8,,
"P-BRs Ms. 034",049,001,"Justitiae domini rectae laetificantes corda et","Justitiae domini rectae laetificantes corda et dulciora super mel et favum nam et servus tuus custodiet ea","Quadragesimae, dom. 3",MI,Of,,g00752,4,,
"P-BRs Ms. 034",049,002,"Passer invenit sibi domum et turtur","Passer invenit sibi domum et turtur nidum ubi reponat pullos suos altaria tua domine virtutum rex meus et deus meus beati qui habitant in domo tua in saeculum saeculi laudabunt te","Quadragesimae, dom. 3",MI,Cm,,g00753,1,,
"P-BRs Ms. 034",050,001,"Laetare Jerusalem et conventum facite omnes","Laetare Jerusalem et conventum facite omnes qui diligitis eam gaudete cum laetitia qui in tristitia fuistis ut exsultetis et satiemini ab uberibus consolationis vestrae","Quadragesimae, dom. 4",MI,In,,g00776,5,,
"P-BRs Ms. 034",050,002,"Laetatus sum in his quae dicta","Laetatus sum in his quae dicta sunt mihi in domum domini ibimus","Quadragesimae, dom. 4",MI,InV,,g00776a,5,,
"P-BRs Ms. 034",050,003,"Laetatus sum in his quae dicta","Laetatus sum in his quae dicta sunt mihi in domum domini ibimus","Quadragesimae, dom. 4",MI,Gr,,g00777,7,,
"P-BRs Ms. 034",051,001,"Fiat pax in virtute tua et","Fiat pax in virtute tua et abundatia in turribus tuis","Quadragesimae, dom. 4",MI,GrV,,g00777a,7,,
"P-BRs Ms. 034",051,002,"Qui confidunt in domino sicut mons","Qui confidunt in domino sicut mons Sion non commovebitur in aeternum qui habitat in Jerusalem","Quadragesimae, dom. 4",MI,Tc,,g00779,8,,
"P-BRs Ms. 034",051,003,"Montes in circuitu ejus et dominus","Montes in circuitu ejus et dominus in circuitu populi sui ex hoc nunc et usque in saeculum","Quadragesimae, dom. 4",MI,TcV,,g00779a,8,,
"P-BRs Ms. 034",052,001,"Laudate dominum quia benignus est psallite","Laudate dominum quia benignus est psallite nomini ejus quoniam suavis est omnia quaecumque voluit fecit in caelo et in terra","Quadragesimae, dom. 4",MI,Of,,g00781,2,,
"P-BRs Ms. 034",052,002,"Jerusalem quae aedificatur ut civitas cujus","Jerusalem quae aedificatur ut civitas cujus participatio ejus in idipsum illuc enim ascenderunt tribus tribus Domini ad confitendum nomini tuo Domine","Quadragesimae, dom. 4",MI,Cm,,g00782,4,,
"P-BRs Ms. 034",053,001,"Judica me deus et discerne causam","Judica me deus et discerne causam meam de gente non sancta ab homine iniquo et doloso eripe me quia tu es deus meus et fortitudo mea","Dom. de passione",MI,In,,g00800,4,,
"P-BRs Ms. 034",053,002,"Emitte lucem tuam et veritatem tuam","Emitte lucem tuam et veritatem tuam ipsa me deduxerunt et adduxerunt in montem sanctum tuum et in tabernacula tua","Dom. de passione",MI,InV,,g00800c,4,,
"P-BRs Ms. 034",053,003,"Eripe me domine de inimicis meis","Eripe me domine de inimicis meis doce me facere voluntatem tuam","Dom. de passione",MI,Gr,,g00801,3,,
"P-BRs Ms. 034",054,001,"Liberator meus domine de gentibus iracundis","Liberator meus domine de gentibus iracundis ab insurgentibus in me exaltabis me a viro iniquo eripies me","Dom. de passione",MI,GrV,,g00801a,3,,
"P-BRs Ms. 034",054,002,"Saepe expugnaverunt me a juventute mea","Saepe expugnaverunt me a juventute mea","Dom. de passione",MI,Tc,,g00803,8,,
"P-BRs Ms. 034",055,001,"Dicat nunc Israel saepe expugnaverunt me","Dicat nunc Israel saepe expugnaverunt me a juventute mea","Dom. de passione",MI,TcV,,g00803a,8,,
"P-BRs Ms. 034",055,002,"Etenim non potuerunt mihi supra dorsum","Etenim non potuerunt mihi supra dorsum meum fabricaverunt peccatores","Dom. de passione",MI,TcV,,g00803b,8,,
"P-BRs Ms. 034",055,003,"Prolongaverunt iniquitatem sibi dominus justus concidet","Prolongaverunt iniquitatem sibi dominus justus concidet cervices peccatorum","Dom. de passione",MI,TcV,,g00803c,8,,
"P-BRs Ms. 034",056,001,"Confitebor tibi domine in toto corde","Confitebor tibi domine in toto corde meo retribue servo tuo vivam et custodiam sermones tuos vivifica me secundum verbum tuum domine","Dom. de passione",MI,Of,,g00807,1,,
"P-BRs Ms. 034",056,002,"Hoc corpus quod pro vobis tradetur","Hoc corpus quod pro vobis tradetur hic calix novi testamenti est in meo sanguine dicit Dominus hoc facite quotiescumque sumitis in meam commemorationem","Dom. de passione",MI,Cm,,g00808,8,,
"P-BRs Ms. 034",057,001,"Domine ne longe facias auxilium tuum","Domine ne longe facias auxilium tuum a me ad defensionem meam aspice libera me de ore leonis et a cornibus unicornuorum humilitatem meam","Dom. in Palmis",MI,In,,g00845,8,,
"P-BRs Ms. 034",057,002,"Deus deus meus respice in me","Deus deus meus respice in me quare me derelinquisti longe a salute mea verba delictorum meorum","Dom. in Palmis",MI,InV,,g00845c,8,,
"P-BRs Ms. 034",057,003,"Tenuisti manum dexteram meam in voluntate","Tenuisti manum dexteram meam in voluntate tua deduxisti me et cum gloria assumpsisti me","Dom. in Palmis",MI,Gr,,g00846,4,,
"P-BRs Ms. 034",058,001,"Quam bonus Israel deus rectis corde","Quam bonus Israel deus rectis corde mei autem pene moti sunt pedes pene effusi sunt gressus mei quia zelavi in peccatoribus pacem peccatorum videns","Dom. in Palmis",MI,GrV,,g00846a,4,,
"P-BRs Ms. 034",059,001,"Deus deus meus respice in me","Deus deus meus respice in me quare me dereliquisti","Dom. in Palmis",MI,Tc,,g00848,2,,
"P-BRs Ms. 034",059,002,"Longe a salute mea verba delictorum","Longe a salute mea verba delictorum meorum","Dom. in Palmis",MI,TcV,,g00848a,2,,
"P-BRs Ms. 034",059,003,"Deus meus clamabo per diem nec","Deus meus clamabo per diem nec exaudies in nocte et non ad insipientiam mihi","Dom. in Palmis",MI,TcV,,g00848b,2,,
"P-BRs Ms. 034",059,004,"Tu autem in sancto habitas laus","Tu autem in sancto habitas laus Israel","Dom. in Palmis",MI,TcV,,g00848c,2,,
"P-BRs Ms. 034",060,001,"In te speraverunt patres nostri speraverunt","In te speraverunt patres nostri speraverunt et liberasti eos","Dom. in Palmis",MI,TcV,,g00848d,2,,
"P-BRs Ms. 034",060,002,"Improperium exspectavit cor meum et miseriam","Improperium exspectavit cor meum et miseriam et sustinui qui simul contristaretur et non fuit consolantem me quaesivi et non inveni et dederunt in escam meam fel et in siti mea potaverunt me aceto","Dom. in Palmis",MI,Of,,g00862,8,,
"P-BRs Ms. 034",060,003,"Pater si non potest hic calix","Pater si non potest hic calix transire nisi bibam illum fiat voluntas tua","Dom. in Palmis",MI,Cm,,g00863,8,,
"P-BRs Ms. 034",061,001,"Resurrexi et adhuc tecum sum alleluia","Resurrexi et adhuc tecum sum alleluia posuisti super me manum tuam alleluia mirabilis facta est scientia tua alleluia alleluia","Dom. Resurrectionis",MI,In,,g01007,4,,
"P-BRs Ms. 034",061,002,"Domine probasti me et cognovisti me","Domine probasti me et cognovisti me tu cognovisti sessionem meam et resurrectionem meam","Dom. Resurrectionis",MI,InV,,g01007a,4,,
"P-BRs Ms. 034",061,003,"Haec dies quam fecit dominus exsultemus","Haec dies quam fecit dominus exsultemus et laetemur in ea","Dom. Resurrectionis",MI,Gr,,008414,2,,
"P-BRs Ms. 034",062,001,"Confitemini domino quoniam bonus quoniam in","Confitemini domino quoniam bonus quoniam in saeculum misericordia ejus","Dom. Resurrectionis",MI,GrV,,008414a,2,,
"P-BRs Ms. 034",062,002,"Alleluia Pascha nostrum immolatus est Christus","Alleluia Pascha nostrum immolatus est Christus","Dom. Resurrectionis",MI,Al,,008435,7,,
"P-BRs Ms. 034",062,003,"Epulemur in azymis sinceritatis et veritatis","Epulemur in azymis sinceritatis et veritatis","Dom. Resurrectionis",MI,AlV,,008435a,7,,
"P-BRs Ms. 034",063,001,"Alleluia Surrexit Dominus et occurrens mulieribus","Alleluia Surrexit Dominus et occurrens mulieribus ait avete tunc accesserunt et adoraverunt eum","Dom. Resurrectionis",MI,Al,,507004.1,1,,
"P-BRs Ms. 034",063,002,"Terra tremuit et quievit dum resurgeret","Terra tremuit et quievit dum resurgeret in judicio deus alleluia","Dom. Resurrectionis",MI,Of,,g01012,4,,
"P-BRs Ms. 034",064,001,"Pascha nostrum immolatus est Christus alleluia","Pascha nostrum immolatus est Christus alleluia itaque epulemur in azymis sinceritatis et veritatis alleluia alleluia alleluia","Dom. Resurrectionis",MI,Cm,,g01013,6,,
"P-BRs Ms. 034",064,002,"Quasi modo geniti infantes alleluia rationabiles","Quasi modo geniti infantes alleluia rationabiles sine dolo lac concupiscite alleluia alleluia alleluia","Dominica in Albis (Octava Paschae)",MI,In,,g01049,6,,
"P-BRs Ms. 034",065,001,"Exsultate deo adjutori nostro jubilate deo","Exsultate deo adjutori nostro jubilate deo Jacob","Dominica in Albis (Octava Paschae)",MI,InV,,g01049c,6,,
"P-BRs Ms. 034",065,002,"Alleluia Post dies octo januis clausis","Alleluia Post dies octo januis clausis stetit Jesus in medio discipulorum suorum et dixit Pax vobis","Dominica in Albis (Octava Paschae)",MI,Al,,g01051,7,,
"P-BRs Ms. 034",065,003,"Alleluia Surgens Jesus Dominus noster stans","Alleluia Surgens Jesus Dominus noster stans in medio discipulorum suorum dixit pax vobis","Dominica in Albis (Octava Paschae)",MI,Al,,507030,1,,
"P-BRs Ms. 034",066,001,"Angelus domini descendit de caelo et","Angelus domini descendit de caelo et dixit mulieribus quem quaeritis surrexit sicut dixit alleluia","Dominica in Albis (Octava Paschae)",MI,Of,,g01018,8,,
"P-BRs Ms. 034",066,002,"Mitte manum tuam et cognosce loca","Mitte manum tuam et cognosce loca clavorum alleluia et noli esse incredulus sed fidelis alleluia alleluia","Dominica in Albis (Octava Paschae)",MI,Cm,,g01052,6,,
"P-BRs Ms. 034",066,003,"Misericordia domini plena est terra alleluia","Misericordia domini plena est terra alleluia verbo dei caeli firmati sunt alleluia alleluia","Dom. 2 p. Pascha",MI,In,,g01053,4,,
"P-BRs Ms. 034",067,001,"Exsultate justi in domino rectos decet","Exsultate justi in domino rectos decet collaudatio","Dom. 2 p. Pascha",MI,InV,,g01053a.1,4,,
"P-BRs Ms. 034",067,002,"Alleluia In die resurrectionis meae dicit","Alleluia In die resurrectionis meae dicit Dominus praecedam vos in Galilaeam","Dom. 2 p. Pascha",MI,Al,,008426,7,,
"P-BRs Ms. 034",067,003,"Alleluia Surrexit pastor bonus quiposuit  animam","Alleluia Surrexit pastor bonus quiposuit  animam suam pro ovibus suis et pro suo grege mori dignatus est","Dom. 2 p. Pascha",MI,Al,,g02080,2,,
"P-BRs Ms. 034",068,001,"Deus deus meus ad te de","Deus deus meus ad te de luce vigilo et in nomine tuo levabo manus meas alleluia","Dom. 2 p. Pascha",MI,Of,,g01056,2,,
"P-BRs Ms. 034",068,002,"Ego sum pastor bonus alleluia et","Ego sum pastor bonus alleluia et cognosco oves meas et cognoscunt me meae alleluia alleluia","Dom. 2 p. Pascha",MI,Cm,,g01057,2,,
"P-BRs Ms. 034",068,003,"Jubilate deo omnis terra alleluia psalmum","Jubilate deo omnis terra alleluia psalmum dicite nomini ejus alleluia date gloriam laudi ejus alleluia alleluia alleluia","Dom. 3 p. Pascha",MI,In,,g01058,8,,
"P-BRs Ms. 034",069,001,"Dicite deo quam terribilia sunt opera","Dicite deo quam terribilia sunt opera tua domine in multitudine virtutis tuae mentientur tibi inimici tui","Dom. 3 p. Pascha",MI,InV,,g01058a,8,,
"P-BRs Ms. 034",069,002,"Alleluia Surrexit altissimus de sepulcro qui","Alleluia Surrexit altissimus de sepulcro qui pro nobis pependit in ligno","Dom. 3 p. Pascha",MI,Al,,g02464,7,,
"P-BRs Ms. 034",070,001,"Alleluia Surrexit dominus et occurrens mulieribus *","Alleluia Surrexit dominus et occurrens mulieribus *","Dom. 3 p. Pascha",MI,Al,,507004.1,*,,
"P-BRs Ms. 034",070,002,"Alleluia iterum videbo vos et gaudebit","Alleluia iterum videbo vos et gaudebit cor vestrum","Dom. 3 p. Pascha",MI,Al,,g02173,2,,
"P-BRs Ms. 034",070,003,"Lauda anima mea dominum laudabo dominum","Lauda anima mea dominum laudabo dominum in vita mea psallam deo meo quamdiu ero alleluia","Dom. 3 p. Pascha",MI,Of,,g01061,4,,
"P-BRs Ms. 034",070,004,"Modicum et non videbitis me alleluia","Modicum et non videbitis me alleluia iterum modicum et videbitis me quia vado ad patrem alleluia alleluia","Dom. 3 p. Pascha",MI,Cm,,g01062,8,,
"P-BRs Ms. 034",071,001,"Cantate domino canticum novum alleluia quia","Cantate domino canticum novum alleluia quia mirabilia fecit dominus alleluia ante conspectum gentium revelavit justitiam suam alleluia alleluia","Dom. 4 p. Pascha",MI,In,,g01063,6,,
"P-BRs Ms. 034",071,002,"Salvavit sibi dextera ejus et brachium","Salvavit sibi dextera ejus et brachium sanctum ejus","Dom. 4 p. Pascha",MI,InV,,g01063a,6,,
"P-BRs Ms. 034",071,003,"Alleluia Christus resurgens ex mortuis jam","Alleluia Christus resurgens ex mortuis jam non moritur mors illi ultra non dominabitur","Dom. 4 p. Pascha",MI,Al,,507009,7,,
"P-BRs Ms. 034",072,001,"Alleluia Vado ad eum qui misit","Alleluia Vado ad eum qui misit me et nemo ex vobis interrogat me quo vadis sed quia haec locutus sum vobis tristitia implevit cor vestrum","Dom. 4 p. Pascha",MI,Al,,g02174,1,,
"P-BRs Ms. 034",072,002,"Alleluia Ego veritatem dico vobis expedit","Alleluia Ego veritatem dico vobis expedit vobis ut ego vadam","Dom. 4 p. Pascha",MI,Al,,g02175,1,,
"P-BRs Ms. 034",073,001,"Jubilate deo universa terra *","Jubilate deo universa terra *","Dom. 4 p. Pascha",MI,Of,,g00623,*,,
"P-BRs Ms. 034",073,002,"Dum venerit paraclitus spiritus veritatis ille","Dum venerit paraclitus spiritus veritatis ille arguet mundum de peccato et de justitia et de judicio alleluia alleluia","Dom. 4 p. Pascha",MI,Cm,,g01066,8,,
"P-BRs Ms. 034",073,003,"Vocem jucunditatis annuntiate et audiatur alleluia","Vocem jucunditatis annuntiate et audiatur alleluia nuntiate usque ad extremum terrae liberavit dominus populum suum alleluia alleluia","Dom. 5 p. Pascha",MI,In,,g02089,3,,
"P-BRs Ms. 034",074,001,"Jubilate deo omnis terra psalmum dicite","Jubilate deo omnis terra psalmum dicite nomini ejus date gloriam laudi ejus","Dom. 5 p. Pascha",MI,InV,,g02089a,3,,
"P-BRs Ms. 034",074,002,"Alleluia Surrexit dominus vere et apparuit","Alleluia Surrexit dominus vere et apparuit Petro","Dom. 5 p. Pascha",MI,Al,,008439,8,,
"P-BRs Ms. 034",074,003,"Alleluia Angelus domini descendit de caelo","Alleluia Angelus domini descendit de caelo et accedens revolvit lapidem et sedit super eum cum splendore magno.","Dom. 5 p. Pascha",MI,Al,,008415.1,7,,
"P-BRs Ms. 034",075,001,"Alleluia Usque modo non petistis quicquam","Alleluia Usque modo non petistis quicquam in nomine meo petite et accipietis","Dom. 5 p. Pascha",MI,Al,,g02177,4,,
"P-BRs Ms. 034",075,002,"Benedicite gentes dominum deum nostrum et","Benedicite gentes dominum deum nostrum et obaudite vocem laudis ejus qui posuit animam meam ad vitam et non dedit commoveri pedes meos benedictus dominus qui non amovit deprecationem meam et misericordiam suam a me alleluia","Dom. 5 p. Pascha",MI,Of,,g01070,2,,
"P-BRs Ms. 034",076,001,"Cantate domino alleluia cantate domino benedicite","Cantate domino alleluia cantate domino benedicite nomen ejus bene nuntiate de die in diem salutare ejus alleluia alleluia","Dom. 5 p. Pascha",MI,Cm,,g01071,2,,
"P-BRs Ms. 034",076,002,"Viri Galilaei quid admiramini aspicientes in","Viri Galilaei quid admiramini aspicientes in caelum alleluia quemadmodum vidistis eum ascendentem in caelum ita veniet alleluia alleluia alleluia","Ascensio Domini",MI,In,,g01079,7,,
"P-BRs Ms. 034",077,001,"Cumque intuerentur in caelum euntem illum","Cumque intuerentur in caelum euntem illum ecce duo viri astiterunt juxta illos in vestibus albis qui et dixerunt","Ascensio Domini",MI,InV,,g01079a,7,,
"P-BRs Ms. 034",077,002,"Alleluia ascendit deus in jubilatione et","Alleluia ascendit deus in jubilatione et dominus in voce tubae","Ascensio Domini",MI,Al,,g01080,4,,
"P-BRs Ms. 034",077,003,"Alleluia Ascendo ad patrem meum et","Alleluia Ascendo ad patrem meum et patrem vestrum Deum meum et Deum vestrum","Ascensio Domini",MI,Al,,g02179,7,,
"P-BRs Ms. 034",078,001,"Alleluia Regnavit deus super omnes gentes","Alleluia Regnavit deus super omnes gentes deus sedet super sedem sanctam suam","Ascensio Domini",MI,Al,,g01085,8,,
"P-BRs Ms. 034",078,002,"Viri Galilaei quid admiramini aspicientes in","Viri Galilaei quid admiramini aspicientes in caelum hic Jesus qui assumptus est a vobis in caelum sic veniet quemadmodum vidistis eum ascendentum in caelum alleluia","Ascensio Domini",MI,Of,,g02180,1,,
"P-BRs Ms. 034",079,001,"Psallite domino qui ascendit super caelos","Psallite domino qui ascendit super caelos caelorum ad orientem alleluia","Ascensio Domini",MI,Cm,,g01083,1,,
"P-BRs Ms. 034",079,002,"Exaudi domine vocem meam qua clamavi","Exaudi domine vocem meam qua clamavi ad te alleluia tibi dixit cor meum quaesivi vultum tuum vultum tuum domine requiram ne avertas faciem tuam a me alleluia alleluia","Dom. p. Ascensio.",MI,In,,g01084,1,,
"P-BRs Ms. 034",080,001,"Dominus illuminatio mea et salus mea","Dominus illuminatio mea et salus mea quem timebo","Dom. p. Ascensio.",MI,InV,,g01084a.1,1,,
"P-BRs Ms. 034",080,002,"Alleluia Dominus in Sina in sancto","Alleluia Dominus in Sina in sancto ascendens in altum captivam duxit captivitatem","Dom. p. Ascensio.",MI,Al,,g01081,8,,
"P-BRs Ms. 034",080,003,"Alleluia Euntes in mundum universum praedicate","Alleluia Euntes in mundum universum praedicate evangelium omni creaturae","Dom. p. Ascensio.",MI,Al,,g02181,7,,
"P-BRs Ms. 034",081,001,"Lauda anima mea *","Lauda anima mea *","Dom. p. Ascensio.",M,Of,,g01061,*,,
"P-BRs Ms. 034",081,002,"Non vos relinquam orphanos veniam ad","Non vos relinquam orphanos veniam ad vos iterum alleluia et gaudebit cor vestrum alleluia alleluia","Dom. p. Ascensio.",MI,Cm,,g01108,5,,
"P-BRs Ms. 034",081,003,"Spiritus domini replevit orbem terrarum alleluia","Spiritus domini replevit orbem terrarum alleluia et hoc quod continet omnia scientiam habet vocis alleluia alleluia alleluia",Pentecostes,MI,In,,g01090,8,,
"P-BRs Ms. 034",081,004,"Exsurgat deus et dissipentur inimici ejus","Exsurgat deus et dissipentur inimici ejus et fugiant qui oderunt eum a facie ejus",Pentecostes,MI,InV,,g01090c,8,,
"P-BRs Ms. 034",082,001,"Alleluia Emitte spiritum tuum et creabuntur","Alleluia Emitte spiritum tuum et creabuntur et renovabis faciem terrae",Pentecostes,MI,Al,,g01091,4,,
"P-BRs Ms. 034",082,002,"Alleluia Veni sancte spiritus reple tuorum","Alleluia Veni sancte spiritus reple tuorum corda fidelium et tui amoris in eis ignem accende",Pentecostes,MI,Al,,g01092,2,,
"P-BRs Ms. 034",082,003,"Confirma hoc deus quod operatus es","Confirma hoc deus quod operatus es in nobis a templo tuo quod est in Jerusalem tibi offerent reges munera alleluia",Pentecostes,MI,Of,,g01094,4,,
"P-BRs Ms. 034",083,001,"Factus est repente de caelo sonus","Factus est repente de caelo sonus advenientis spiritus vehementis ubi erant sedentes alleluia et repleti sunt omnes spiritu sancto loquentes magnalia dei alleluia alleluia",Pentecostes,MI,Cm,,g01095,7,,
"P-BRs Ms. 034",083,002,"Benedicta sit sancta trinitas atque indivisa","Benedicta sit sancta trinitas atque indivisa unitas confitebimur ei quia fecit nobiscum misericordiam suam","Sanctissimae Trinitatis",MI,In,,g01116,8,,
